cc,nullReferences
1,0
1,0
2,0
5,4
1,0
1,0
1,1
5,4
1,0
1,0
1,0
1,0
1,0
4,1
7,5
1,0
1,0
2,0
1,0
1,0
3,2
1,0
1,3
1,0
2,0
5,4
1,0
3,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
5,5
1,0
4,1
2,1
1,0
2,0
1,0
1,0
6,1
2,0
1,0
4,0
1,0
2,0
3,0
15,4
5,4
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
17,8
1,0
4,2
5,2
2,2
3,2
3,2
3,0
3,2
11,4
3,3
1,0
2,2
3,2
7,4
1,1
1,0
4,4
1,0
3,2
4,4
1,0
1,0
4,4
3,2
1,0
1,0
1,0
3,2
1,0
1,0
1,0
1,0
1,0
10,2
5,5
10,3
19,12
1,0
2,0
1,0
112,2
10,2
4,4
20,4
1,0
1,0
5,0
1,0
28,6
19,5
4,1
1,0
45,32
4,1
2,0
8,1
1,1
16,3
2,1
14,2
1,0
2,1
1,1
1,0
1,1
1,0
1,0
1,1
1,0
1,1
5,0
1,0
4,1
2,1
1,1
2,1
2,1
2,1
8,1
2,1
2,1
4,1
15,5
83,28
1,0
186,29
1,0
25,4
11,2
6,0
13,3
15,12
9,8
1,3
16,0
6,0
47,32
2,0
18,6
11,3
1,0
9,2
40,1
1,0
4,1
38,1
15,8
77,14
20,11
4,0
11,5
28,3
2,1
3,0
2,2
13,1
8,2
4,0
15,0
10,2
3,2
11,0
4,0
1,0
44,9
4,1
1,0
1,0
12,5
11,0
1,0
6,0
39,10
1,0
35,10
4,2
1,0
3,1
20,7
3,1
3,3
5,4
11,0
2,2
4,2
3,4
5,2
5,1
50,0
16,15
34,0
1,0
8,1
1,0
25,3
4,0
2,0
63,7
1,0
1,0
8,0
30,26
4,0
1,0
6,1
1,0
1,0
3,1
1,0
3,0
1,0
1,0
3,0
10,3
17,7
2,13
150,58
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
23,10
6,3
12,2
1,0
1,0
1,0
28,0
1,0
1,0
60,19
1,0
6,1
6,0
1,0
17,5
80,0
19,10
19,3
1,0
1,0
14,2
1,0
49,41
3,0
12,5
2,0
54,24
194,14
1,0
8,0
19,0
17,4
1,0
3,0
7,0
7,4
222,44
2,1
21,5
41,28
12,1
11,2
1,0
4,0
8,0
7,0
15,1
7,2
46,21
1,0
10,6
18,0
1,0
1,0
9,1
41,11
35,11
6,5
5,2
4,0
4,3
1,0
121,8
11,0
3,1
1,0
1,0
15,1
1,0
34,4
13,2
8,0
45,8
31,4
2,1
6,0
4,1
9,3
1,0
4,2
14,6
9,3
9,8
1,0
11,6
11,4
6,0
15,4
3,0
2,0
8,1
5,1
3,0
1,0
44,7
4,0
6,2
5,1
13,0
70,33
4,0
6,2
38,12
22,4
3,0
20,4
6,1
25,7
12,2
1,0
1,0
25,7
9,1
7,2
40,1
17,8
4,1
21,4
1,0
54,8
96,20
24,5
1,0
30,9
41,13
14,1
41,2
35,6
8,0
8,0
10,7
27,9
3,2
1,0
1,0
63,19
3,0
1,0
16,6
3,0
25,13
1,0
7,0
1,0
1,0
36,12
1,0
1,0
1,0
22,5
4,2
1,0
1,0
12,1
5,0
1,0
229,71
1,0
1,0
1,0
1,0
17,2
4,3
1,0
15,1
18,5
58,25
50,0
20,1
15,5
157,31
4,1
2,1
2,0
12,1
1,0
1,0
5,1
3,1
1,0
25,14
46,25
1,0
38,10
1,0
6,2
8,3
13,1
22,5
12,0
12,0
126,55
35,7
91,12
1,0
1,0
29,14
2,0
3,0
28,7
22,11
60,28
15,5
43,14
87,42
1,0
11,1
8,2
10,5
8,2
15,6
20,4
81,48
65,35
27,22
11,11
88,22
13,9
21,3
3,0
1,0
1,0
9,0
1,0
1,0
2,0
108,56
8,1
20,6
5,2
5,0
60,33
15,5
1,0
49,26
8,3
36,28
9,2
41,14
2,3
6,1
22,12
2,0
4,1
11,5
13,2
104,78
24,14
1,0
2,0
18,5
8,1
11,4
7,5
21,13
1,0
3,0
1,0
2,0
18,8
4,0
8,4
8,3
41,9
12,0
2,0
18,10
3,5
13,3
3,5
279,131
59,23
12,8
5,0
8,3
1,0
9,0
16,7
6,0
11,7
8,0
16,1
1,0
4,0
11,1
1,0
1,0
1,0
4,0
1,0
1,0
11,1
11,1
1,0
4,0
9,1
3,0
4,0
7,0
1,0
2,0
73,23
25,17
5,0
3,0
1,0
1,0
70,14
4,1
5,1
1,0
4,0
6,0
4,0
3,0
1,0
5,0
21,0
84,34
11,2
1,0
7,0
1,0
1,0
9,0
1,0
7,0
107,20
1,0
1,0
1,0
6,0
12,0
21,5
1,0
9,0
1,1
32,16
1,0
15,2
1,1
2,0
68,12
1,0
65,22
3,0
28,14
5,2
25,6
95,43
18,10
3,0
49,26
5,1
2,1
2,0
1,0
1,0
3,0
10,6
26,12
9,3
2,0
20,1
4,0
2,1
1,0
2,1
1,0
1,0
11,7
2,1
4,2
3,2
2,1
8,3
2,1
2,1
1,0
1,0
2,1
2,1
5,0
1,0
5,2
3,0
1,0
3,2
2,0
1,0
11,0
11,0
1,0
13,2
7,0
8,4
5,4
1,0
16,3
10,2
7,3
12,3
3,2
5,1
6,2
3,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
47,22
64,68
52,30
34,11
10,3
44,8
1,0
4,0
4,0
10,7
7,1
107,20
2,2
4,1
10,9
1,0
3,0
28,5
6,1
17,0
7,0
13,9
23,9
13,5
129,65
9,0
26,2
1,0
27,0
9,7
17,10
3,3
1,0
7,2
13,6
11,4
1,0
9,3
4,1
1,0
42,22
5,7
15,9
29,20
6,0
3,1
3,0
10,2
2,0
2,0
2,1
1,0
1,0
5,1
53,12
6,0
3,0
4,0
15,4
6,0
65,17
7,0
6,0
5,0
19,6
21,3
1,0
1,0
1,0
2,0
15,2
2,0
32,5
33,19
1,0
1,0
1,0
20,10
13,11
6,2
18,6
7,0
7,0
15,1
1,0
1,0
1,0
2,0
1,0
32,14
75,19
6,1
1,0
4,0
47,11
16,6
2,0
40,31
8,2
1,0
15,3
28,4
3,2
3,4
1,0
1,0
2,2
11,4
1,0
5,0
19,15
9,9
1,0
2,0
8,5
1,0
1,0
3,2
1,0
72,7
1,0
1,1
1,0
5,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
7,3
1,0
37,25
27,9
4,0
12,1
6,2
13,1
1,0
1,0
1,0
1,0
1,0
1,0
16,3
10,2
46,23
1,0
10,2
110,12
4,0
7,0
12,3
18,0
9,1
1,0
22,1
11,2
6,0
46,2
1,1
18,4
158,10
23,1
1,0
7,0
8,1
6,0
25,10
19,8
1,0
6,1
8,1
9,1
71,26
23,6
12,0
1,0
17,5
18,2
1,0
4,1
19,0
7,0
25,10
29,4
85,5
6,0
8,0
6,3
9,0
13,0
6,0
1,0
1,0
12,4
3,4
1,0
1,0
77,34
47,16
1,0
25,18
1,0
1,0
10,12
1,0
1,2
1,0
1,0
3,4
1,0
1,0
29,11
11,2
3,2
5,6
1,0
30,8
18,21
8,2
1,0
1,0
7,1
20,14
6,1
1,0
1,0
1,0
17,8
1,0
1,0
5,1
3,0
1,0
23,4
1,0
12,5
10,0
2,0
16,4
3,0
12,0
4,2
3,1
1,0
20,2
1,0
1,0
5,0
7,8
3,2
1,1
6,1
1,0
16,7
10,2
3,0
2,0
3,1
2,1
1,0
3,0
1,0
1,0
1,1
14,16
1,0
14,19
14,18
18,5
5,0
5,2
19,11
21,5
13,7
72,28
5,6
1,0
1,0
19,15
11,0
10,22
6,0
2,0
1,0
10,3
6,2
2,0
2,0
1,16
10,2
32,13
21,8
1,0
1,0
1,0
1,0
9,2
8,1
5,2
1,0
1,2
4,3
4,1
23,19
23,4
69,39
13,5
12,1
20,7
16,2
45,19
3,1
46,13
5,2
4,1
40,21
2,0
1,0
1,0
46,2
3,2
6,2
1,0
6,3
7,2
1,0
22,16
3,0
70,25
1,8
1,0
12,13
32,7
1,0
5,2
7,2
1,0
2,1
9,0
1,0
1,0
5,0
42,37
1,2
2,3
20,0
1,0
77,60
10,1
1,0
17,6
1,0
2,0
113,61
7,1
4,0
85,25
52,6
6,0
7,2
3,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
5,3
1,0
62,46
1,0
1,0
56,5
3,1
1,0
1,0
1,0
1,0
1,0
1,0
30,7
2,1
1,0
1,0
1,0
1,0
1,0
1,0
7,0
66,17
1,0
1,0
9,2
36,12
12,9
11,1
16,16
25,97
19,3
1,0
1,0
1,0
1,0
104,27
53,25
496,151
1,0
1,0
2,0
6,0
1,0
1,0
1,0
1,0
1,0
29,36
1,0
1,0
18,4
1,0
1,0
20,8
11,7
1,0
2,1
78,25
15,5
31,16
1,0
34,10
89,15
560,82
195,58
50,16
545,125
337,74
40,11
66,24
194,58
69,13
197,55
180,57
141,44
75,30
444,96
200,45
43,12
195,58
74,23
73,24
48,6
6623,2096
74,29
99,30
147,47
95,31
213,51
43,12
131,31
313,31
65,24
155,60
18,8
1,0
1,0
1,1
22,2
2,0
8,1
1,0
41,12
191,55
41,12
144,52
63,17
300,58
79,28
61,13
123,41
8284,2545
117,38
214,36
114,30
72,25
150,51
27,6
17,8
23,6
2,2
2,1
2,0
27,5
4,1
5,2
4,4
1,0
10,1
1,0
4,0
1,0
2,0
4,1
33,24
104,43
2,0
20,10
2,0
16,14
9,0
11,12
11,2
1,0
35,6
1,0
5,0
48,20
6,3
8,4
12,6
46,0
1,0
7,0
27,6
10,2
3,1
6,2
4,1
32,19
19,11
41,9
1,0
8,7
111,58
90,26
17,11
8,1
1,0
22,2
82,10
14,0
4,2
4,0
1,0
3,2
13,8
1,0
10,9
18,10
2,0
12,6
1,1
4,0
12,7
1,0
1,2
9,5
4,0
33,7
5,2
5,2
11,8
6,1
6,1
10,9
4,0
17,12
8,1
5,1
16,0
30,4
18,10
5,2
13,9
128,8
91,4
90,4
88,4
90,4
269,20
315,16
356,92
1575,411
637,122
2554,714
89,10
451,131
697,250
153,14
3733,1402
175,28
8206,1841
227,76
94,28
146,71
198,48
2135,752
1177,292
481,101
153,81
579,189
483,123
29,1
1096,365
349,41
39,3
47,12
2116,541
31,1
5650,2363
99,8
597,177
521,129
739,226
234,34
319,82
1281,549
118,30
240,62
198,21
1239,389
1483,387
1525,421
66,13
29,1
123,55
32,4
144,10
161,36
59,4
188,60
32,4
167,36
357,61
115,32
105,11
43,0
39,3
181,12
4,0
8,0
88,39
54,0
12,4
29,0
1,4
1,0
1,0
4,0
4,0
6,2
37,11
30,6
1,0
59,0
11,5
48,18
1,0
15,11
3,0
1,0
12,0
1,0
2,0
28,9
1,0
21,0
13,1
1,0
1,0
4,0
1,0
23,1
16,0
11,0
13,1
2,0
8,2
7,0
1,0
3,1
1,0
1,0
3,1
1,0
8,2
2,0
1,0
5,6
1,0
1,0
1,1
1,0
1,1
12,3
2,0
1,0
56,7
1,0
5,4
6,0
8,7
10,7
27,5
21,2
11,2
13,7
10,7
4,0
33,0
73,1
105,24
32,10
1,0
37,7
58,21
10,2
2,1
1,0
143,61
2,2
8,1
2,0
9,0
4,2
23,2
16,2
6,6
6,2
19,2
60,20
115,74
101,26
267,186
64,4
70,52
31,4
15,4
17,7
1,2
27,31
2,0
6,3
1,0
13,9
13,4
1,0
8,3
16,11
3,2
81,29
8,1
30,9
69,18
5,1
11,1
77,15
87,21
16,3
9,2
65,22
5,1
8,0
6,5
8,0
14,29
44,15
8,0
355,130
16,4
6,0
27,8
130,46
13,4
2,0
14,4
5,1
17,3
37,12
33,7
9,1
1,0
1,0
3,1
34,2
10,3
1,0
8,0
7,5
1,0
3,1
2,0
2,0
2,0
16,12
6,0
2,0
33,6
1,0
1,0
1,0
1,0
7,8
1,0
1,0
1,0
1,0
22,32
32,37
7,3
7,9
3,1
131,32
4,1
2,1
6,1
32,6
19,4
152,38
17,5
189,178
1,0
1,0
17,9
44,14
3,0
6,3
29,2
22,15
23,2
30,12
16,7
2,1
2,2
2,0
11,2
58,9
15,4
42,9
4,0
6,2
5,2
4,0
4,0
1,0
5,2
4,0
9,2
14,5
45,8
118,40
37,20
14,6
53,18
14,11
7,0
1,0
22,6
29,2
6,6
27,3
43,10
1,0
18,9
16,1
15,5
9,5
6,0
70,28
1,0
396,194
18,6
16,4
1,0
4,0
67,16
1,0
17,3
40,6
1,0
9,1
1,0
1,0
1,0
1,0
3,0
16,2
7,0
4,1
2,0
54,17
4,3
5,1
4,1
17,4
13,8
2,0
58,14
12,0
43,23
40,11
1,2
36,9
20,16
3,0
6,4
12,0
12,4
5,3
15,0
24,4
3,2
15,2
2,2
10,4
16,1
3,2
11,3
12,3
92,27
17,6
31,2
6,1
35,18
27,9
3,2
6,3
25,0
3,1
6,1
3,2
35,8
1,0
6,0
5,2
15,3
10,3
3,0
12,4
50,21
13,2
72,33
3,3
45,16
34,10
28,7
3,2
17,2
41,2
9,1
7,1
21,0
54,10
34,12
2,2
22,6
22,7
1,0
7,5
3,0
8,3
71,13
32,10
7,1
2,0
9,0
18,9
7,2
1,0
1,0
1,0
2,0
122,31
14,13
40,16
2,0
102,22
4,2
96,47
5,1
5,3
96,21
2,2
8,1
27,14
114,23
49,6
2,0
1,0
24,16
1,0
26,12
38,2
11,1
1,0
2,0
1,0
3,0
1,0
26,4
1,0
1,0
1,0
1,0
12,6
18,6
2,0
31,12
18,7
164,55
2,0
61,11
2,0
35,1
1,0
1,0
1,0
36,4
5,1
4,0
1,0
6,2
8,2
1,0
4,0
181,52
80,37
13,1
30,22
1,0
15,4
18,9
38,8
39,15
1,0
3,2
21,6
1,0
3,0
7,2
4,2
12,8
32,5
19,3
9,2
37,15
6,0
1,0
61,25
4,1
42,12
2,1
11,13
8,2
10,5
1,0
3,3
1,1
7,3
1,0
11,0
4,2
6,3
1,0
44,34
3,1
8,0
54,24
17,1
1,0
4,2
4,1
1,1
40,16
3,0
46,36
6,1
46,5
63,25
1,0
3,0
3,4
16,1
1,0
1,0
1,0
47,22
3,1
1,1
6,9
21,1
1,0
26,4
26,20
10,2
61,25
1,0
24,10
77,61
7,2
1,0
5,0
6,0
1,0
4,0
1,0
1,0
32,13
9,2
7,2
1,1
7,1
1,0
5,0
20,5
11,4
1,0
1,0
1,0
54,12
1,0
69,13
20,6
6,9
20,11
3,3
10,9
17,2
3,2
2,0
1,0
3,0
9,5
1,0
63,43
1,0
6,1
8,3
4,1
6,3
15,8
31,7
25,7
14,1
21,1
5,1
12,0
104,47
43,23
8,8
5,0
3,1
1,0
1,0
2,0
73,31
17,0
41,19
8,0
34,6
1,0
2,2
28,13
47,9
12,0
20,11
10,2
7,0
101,80
1,0
173,71
8,4
119,28
6,4
115,26
3,1
6,0
2,1
2,1
1,0
9,7
1,0
44,26
5,4
47,24
1,0
29,5
6,2
18,14
13,3
7,4
3,5
88,29
21,9
77,60
12,3
1,0
48,20
8,0
10,0
1,0
1,0
19,6
6,0
1,1
1,0
19,9
7,2
5,2
7,1
7,5
1,0
15,3
15,5
45,10
22,5
46,9
6,3
37,15
11,3
1,0
68,41
26,19
99,50
2,1
12,1
18,2
10,2
26,4
2,0
21,3
2,0
13,3
3,0
19,0
14,1
2,1
1,0
3,1
15,7
2,1
2,4
9,1
2,0
35,29
27,0
19,18
3,1
7,4
3,3
9,3
6,5
1,0
21,9
9,7
2,2
4,1
196,69
18,11
12,0
5,1
1,0
1,0
1,0
1,0
21,3
5,2
50,24
1,0
6,2
8,1
50,0
28,16
10,2
76,20
1,0
2,1
1,0
29,10
980,359
1,0
27,1
37,5
44,36
397,176
1,0
141,35
7,6
2,0
8,0
26,7
7,1
6,0
5,0
4,1
2,0
1,0
4,0
1,0
6,4
10,0
4,1
2,0
69,20
1,0
1,0
45,4
2,0
16,1
25,1
1,2
27,0
2,0
1,0
2,0
49,24
11,0
3,0
28,3
35,18
5,1
4,0
5,0
1,0
8,0
23,5
6,3
28,9
8,3
6,4
9,5
10,4
6,2
1,0
11,6
1,0
47,5
6,0
68,25
15,5
1,0
17,4
49,26
4,1
1,0
19,7
4,2
12,3
1,0
230,40
7,2
5,3
3,2
7,5
3,1
1,0
1,2
22,8
14,10
15,8
8,0
12,4
26,23
7,5
58,33
16,9
6,0
8,2
10,5
22,0
36,10
2,1
1,0
1,0
14,7
1,0
10,3
4,2
1,1
2,2
11,1
2,0
8,4
1,0
3,0
42,35
11,2
39,5
8,2
8,6
3,4
1,0
7,1
545,201
11,3
21,5
1,0
29,14
20,4
54,29
162,32
3,3
2,0
3,1
23,14
40,17
15,9
7,2
1,0
46,21
33,3
12,2
5,0
18,11
52,15
8,3
4,0
2,0
2,0
15,2
1,0
15,14
3,2
8,0
1,0
5,0
37,9
15,3
1,0
6,0
5,2
1,0
7,1
23,9
17,4
19,0
24,2
4,0
16,7
1,0
27,4
1,3
26,1
8,2
65,29
2,0
11,2
28,19
4,0
4,0
2,0
5,0
1,0
3,0
5,0
6,0
54,2
3,0
5,0
3,0
4,1
73,19
9,1
9,0
54,5
103,33
9,4
13,6
4,0
14,10
18,8
4,0
1,1
8,10
2,0
33,12
17,2
11,4
15,8
1,0
15,1
1,0
13,3
6,3
5,0
30,8
16,10
6,0
4,1
12,4
3,0
24,9
2,2
19,5
2,1
22,10
30,15
49,25
48,24
5,0
22,6
13,5
15,7
16,7
40,44
4,1
3,1
29,3
61,11
30,6
9,7
8,5
1,0
4,4
50,27
5,3
54,12
26,14
3,1
16,5
8,0
6,2
23,10
5,2
1,1
4,2
5,1
4,1
1,0
1,1
2,0
4,1
2,0
23,8
6,2
15,6
9,2
51,6
10,0
33,2
57,25
8,0
17,1
1,0
12,3
11,9
39,18
10,4
42,9
10,5
1,0
30,11
85,26
5,0
1,0
4,0
92,15
1,0
1,0
7,3
1,0
26,12
2,0
4,0
8,4
2,0
12,6
12,8
5,4
16,6
6,4
4,2
1,0
5,0
19,11
1,0
10,3
51,19
7,1
13,2
38,5
8,1
12,2
85,25
10,9
2,0
16,14
4,1
12,4
2,0
12,5
173,52
19,3
11,4
21,6
35,5
2,2
5,1
3,2
17,5
5,0
4,0
3,1
10,2
1,0
2,1
1,0
8,2
503,105
76,14
69,18
12,5
10,10
5,1
5,2
5,0
93,17
3,0
1,0
2,0
15,4
3,2
20,8
4,0
21,8
8,0
51,12
1,0
10,2
42,18
4,1
5,8
14,3
55,20
3,2
39,42
5,5
6,0
1,0
6,0
2,0
1,0
1,1
33,7
2,2
102,26
201,72
8,0
7,1
3,0
1,0
1,0
9,0
1,2
1,0
49,7
9,1
1,0
1,0
6,6
13,2
28,6
25,11
5,4
17,3
3,0
49,25
1,0
9,2
1,0
1,0
4,0
72,5
31,12
11,2
5,11
5,12
1,0
5,12
1,0
2,0
1,19
1,16
1,60
24,26
2,12
1,0
1,0
5,10
1,0
1,0
1,0
3,2
1,0
6,22
1,0
6,2
1,0
1,0
7,14
2,2
1,21
1,21
3,5
1,2
3,4
4,7
3,0
1,0
1,0
10,2
5,30
1,6
30,80
1,0
1,0
1,0
4,2
7,21
1,0
30,80
1,0
2,7
2,0
8,19
3,10
1,0
1,0
3,0
2,1
1,2
1,0
2,4
5,16
4,6
1,0
2,3
6,20
18,0
14,12
3,4
2,1
1,0
1,0
1,0
2,0
1,0
3,5
1,0
3,0
1,6
3,0
1,1
2,1
5,6
1,3
1,0
1,4
7,28
1,0
7,12
5,5
1,5
3,20
1,0
1,0
1,0
2,10
1,0
1,1
9,32
1,0
1,1
10,33
7,17
2,2
2,1
1,21
1,0
1,0
36,18
1,0
1,5
1,0
1,3
1,0
2,0
2,1
1,0
1,0
4,0
4,0
1,3
1,24
1,1
1,0
1,0
1,0
1,0
1,0
9,1
1,7
1,8
1,0
5,4
1,0
1,3
1,0
1,1
1,0
1,0
1,0
29,0
27,0
3,1
1,0
3,0
1,2
5,3
17,6
5,1
9,2
33,3
1,0
1,1
6,3
205,183
1,0
2,0
16,11
5,1
1,2
4,1
8,1
2,3
4,5
1,0
1,13
3,0
1,0
1,0
2,5
5,0
1,2
1,0
5,6
6,0
4,0
1,0
1,1
1,12
3,0
7,4
5,2
1,18
9,0
4,1
1,0
19,9
2,0
3,10
9,2
9,1
1,0
1,0
29,20
3,0
1,0
1,0
3,1
1,5
13,2
7,0
4,0
5,1
1,0
1,0
1,0
3,1
5,2
7,2
4,4
7,8
7,1
6,1
1,0
39,7
10,1
2,33
2,0
51,84
9,21
20,10
45,66
13,8
48,22
256,111
2,5
4,9
4,0
2,2
104,66
2,10
4,0
1,0
1,21
40,56
18,2
1,7
8,0
5,12
1,0
1,5
6,18
44,44
1,1
1,8
1,0
4,4
1,0
7,18
1,26
1,4
4,6
1,0
1,5
2,6
2,11
8,1
1,5
1,6
10,1
1,2
1,2
10,4
39,0
1,0
1,9
44,0
107,0
6,2
2,3
6,4
1,3
6,10
5,3
36,0
2,2
1,2
6,3
14,0
4,0
4,0
1,0
1,0
10,3
1,0
1,0
1,0
1,2
1,0
13,11
1,0
2,0
4,0
1,3
1,5
3,1
7,0
15,5
1,1
1,0
1,0
17,1
5,12
1,0
1,2
12,0
21,41
1,0
1,0
3,4
1,0
4,0
1,0
2,5
53,65
1,0
1,0
5,0
1,4
72,56
25,56
25,66
1,8
11,4
2,43
1,0
1,0
9,4
1,0
1,0
1,0
1,2
1,0
1,0
1,5
1,0
1,0
6,8
1,2
1,0
7,45
1,0
3,7
1,0
1,0
1,0
1,13
1,2
1,0
1,0
1,0
1,3
6,5
10,0
7,0
16,1
3,0
9,0
1,0
1,0
1,0
19,4
13,1
1,0
7,2
5,0
14,10
10,9
2,0
3,0
5,9
3,0
136,12
2,14
5,5
2,0
1,6
9,6
2,0
44,14
8,27
1,0
5,2
3,0
1,0
1,8
6,4
1,2
5,0
2,8
2,1
2,0
20,66
10,34
6,0
9,6
11,9
1,16
3,2
20,21
1,0
1,0
1,0
7,7
1,2
10,2
30,2
1,4
1,1
6,2
1,1
22,90
2,0
8,10
3,0
1,1
26,7
23,9
5,4
4,1
20,6
2,4
12,0
1,0
1,0
8,3
2,0
13,6
1,5
1,4
1,1
3,4
3,6
1,4
10,3
1,1
9,6
1,1
6,4
1,0
1,0
1,0
3,3
18,2
1,0
71,11
5,4
4,4
2,2
13,9
8,1
39,4
47,21
14,2
5,0
1,1
38,11
7,0
254,57
1,0
3,1
19,0
22,3
3,7
11,1
82,259
33,10
43,29
1,0
48,22
26,10
2,2
26,10
3,0
61,9
22,12
4,0
103,14
26,1
61,16
60,4
35,0
14,6
26,11
51,15
78,4
9,0
5,3
55,17
25,2
41,11
39,11
13,12
79,18
29,1
47,11
29,6
10,4
26,12
12,0
2,3
1,0
9,0
14,2
118,20
25,5
1,0
2,2
24,3
138,8
38,1
1,0
1,0
5,0
29,2
5,2
2,2
2,2
1,0
6,1
11,3
9,1
1,0
2,0
1,0
16,2
34,4
99,24
18,0
11,0
16,0
17,0
65,3
46,17
13,0
7,0
1,0
9,0
9,0
17,0
118,20
19,0
16,0
140,102
7,4
6,2
1,1
1,0
5,6
81,52
1,0
1,6
22,8
2,0
1,1
7,1
5,0
2,1
12,4
3,0
26,9
7,1
16,0
12,6
1,0
4,0
4,0
1,0
2,1
1,0
4,0
2,0
5,2
11,0
1,2
6,0
87,8
1,0
6,1
37,73
1,0
6,0
1,0
1,0
1,0
53,4
3,0
19,10
3,1
2,1
13,3
4,2
1,0
1,0
32,15
3,0
4,2
16,10
15,2
1,0
37,18
4,2
18,13
8,1
6,1
1,0
1,0
39,28
7,3
31,4
1,0
18,14
1,0
1,0
9,6
8,4
2,2
3,2
8,8
9,2
1,1
1,2
2,0
106,42
11,6
4,2
2,0
58,17
13,0
49,45
8,4
4,2
15,21
1,0
9,12
55,28
15,22
1,0
3,4
1,0
8,6
9,12
5,7
3,2
9,12
15,22
1,0
2,1
41,25
1,0
6,1
2,1
3,1
5,3
8,4
9,12
2,1
3,3
5,7
5,2
11,2
7,3
33,4
1,0
5,0
7,6
9,9
14,8
1,0
7,0
14,5
1,1
16,4
3,0
1,0
4,1
22,5
14,2
8,4
23,4
6,3
17,2
4,3
2,0
14,2
2,2
5,3
41,14
2,0
35,23
1,0
6,5
8,3
37,11
9,0
24,20
5,0
13,8
10,2
14,4
2,2
1,0
15,7
27,4
1,0
4,1
9,3
1,0
4,2
3,0
15,7
16,6
1,0
19,6
33,12
48,5
8,0
25,4
11,8
69,19
4,3
15,0
6,2
27,11
5,3
8,5
6,2
16,8
28,6
11,7
8,4
13,10
4,2
5,2
9,2
2,1
10,2
20,5
5,5
43,10
13,7
8,6
29,2
1,0
2,2
11,5
43,21
4,0
9,8
28,10
10,2
8,0
33,7
6,1
32,11
6,2
10,5
4,2
1,0
4,3
9,4
63,38
11,3
2,0
1,0
12,0
1,0
12,1
5,5
54,11
7,1
55,29
29,6
3,0
7,0
27,10
4,3
5,1
14,2
5,3
25,9
7,0
2,0
20,5
5,5
12,2
16,2
2,0
16,8
1,0
67,37
15,13
52,16
3,1
10,2
2,2
3,2
22,6
8,2
8,4
3,1
2,2
8,8
4,2
3,4
3,0
48,30
10,2
5,2
1,0
4,0
11,3
10,8
28,4
10,7
3,2
18,7
14,8
9,4
3,1
1,0
13,1
3,4
4,1
5,2
11,7
3,2
14,8
8,5
18,5
1,0
43,7
11,10
2,2
4,2
18,4
4,4
33,15
7,4
24,4
11,4
4,2
1,0
2,0
2,1
12,10
3,3
21,7
6,1
125,69
2,2
19,6
8,0
31,2
48,21
4,2
19,0
35,7
14,6
1,0
15,5
13,10
8,5
3,1
2,2
15,4
13,8
22,13
26,10
6,2
2,2
31,6
22,3
16,6
1,0
4,2
4,2
14,5
14,8
14,6
3,1
6,1
9,2
4,2
13,10
1,0
4,2
8,0
5,0
9,1
85,24
1,0
2,0
2,0
18,3
5,0
1,0
4,0
9,9
8,5
44,14
11,6
3,0
1,0
8,2
1,0
4,1
5,0
13,8
6,2
8,2
6,3
7,1
1,0
1,0
6,6
2,1
67,17
3,1
1,0
1,0
9,12
16,22
9,12
5,8
1,0
23,15
2,2
1,0
1,0
1,0
6,2
1,0
1,0
1,0
3,4
2,2
6,5
1,0
8,6
9,8
5,7
8,2
1,0
4,4
1,0
12,8
4,4
3,2
9,1
9,4
12,10
6,6
11,9
12,7
4,4
9,8
1,0
9,8
8,2
3,2
7,6
10,5
5,5
8,7
10,3
4,4
1,0
5,3
4,4
12,5
5,5
12,9
1,0
2,1
4,4
5,5
7,3
13,8
8,7
4,3
5,5
4,4
5,5
2,0
5,5
10,9
7,5
10,6
3,2
7,7
17,5
7,9
5,3
4,4
4,4
2,2
46,17
5,3
6,6
11,6
29,11
4,3
8,6
8,7
1,0
26,21
8,13
4,4
4,3
5,5
1,0
1,0
4,4
3,2
11,8
5,5
1,0
1,0
6,5
10,6
5,5
3,2
5,5
8,7
6,6
5,5
5,3
9,6
9,8
7,6
1,0
4,4
8,4
1,0
1,0
14,5
28,6
1,0
4,4
1,0
8,4
4,4
1,0
4,3
1,0
1,0
10,4
16,22
1,0
12,20
1,0
4,4
1,0
3,1
8,8
2,1
8,4
17,24
5,4
3,3
1,0
4,3
2,1
6,5
56,19
1,0
1,0
8,1
51,58
11,0
54,25
1,0
50,51
3,2
70,27
3,18
3,1
3,1
1,0
4,1
4,2
6,3
4,2
5,3
1,0
3,1
8,11
7,2
6,3
6,3
9,5
11,8
8,6
2,8
2,8
4,15
11,6
1,0
1,0
21,12
3,0
2,0
19,5
1,0
1,0
4,3
56,68
1,0
74,10
1,1
2,0
1,0
2,0
10,2
63,17
14,2
8,161
11,3
1,0
1,2
1,0
7,3
14,7
3,1
11,5
52,20
32,30
57,8
13,9
